"product_id","store_id","region","stock_level","demand_level"
"P0046","S001","East","4050","4537.859999999999"
"P0046","S004","North","2939","3211.2499999999995"
"P0046","S003","North","3497","3939.9900000000007"
"P0046","S002","East","3157","3712.68"
"P0046","S002","South","3200","3634.26"
"P0046","S001","North","4738","5440.56"
"P0046","S005","South","2696","2992.699999999999"
"P0046","S004","East","5567","6341.260000000002"
"P0046","S002","West","3074","3517.669999999999"
"P0046","S002","North","3621","4074.58"
"P0046","S003","West","3915","4502.159999999999"
"P0046","S004","South","2908","3297.75"
"P0046","S005","East","3406","3813.4400000000005"
"P0046","S003","East","3757","4152.330000000001"
"P0057","S003","North","4486","5108.32"
"P0057","S005","South","4426","4930.320000000001"
"P0057","S001","North","3877","4511.51"
"P0057","S002","South","3299","3810.83"
"P0057","S003","West","4089","4671.03"
"P0057","S002","West","3780","4228.389999999999"
"P0057","S005","North","2977","3347.6499999999996"
"P0057","S004","North","3698","4122.860000000001"
"P0057","S002","East","3420","3971.01"
"P0057","S005","East","4095","4662.4000000000015"
"P0057","S004","East","2880","3407.02"
"P0057","S001","West","3864","4440.659999999999"
"P0057","S001","South","2652","3005.2499999999995"
"P0057","S001","East","2730","3036.3099999999995"
"P0057","S005","West","2182","2423.8799999999997"
"P0057","S004","South","4059","4567.249999999999"
"P0057","S003","East","2799","3202.5800000000004"
"P0057","S002","North","3654","4042.3000000000006"
"P0057","S003","South","3598","4138.97"
"P0057","S004","West","2594","2919.3100000000004"
"P0061","S001","West","3972","4463.3099999999995"
"P0061","S005","South","2533","2915.6"
"P0061","S002","East","3585","4159.849999999999"
"P0061","S001","North","2398","2611.09"
"P0061","S003","West","4314","4898.47"
"P0061","S005","West","3344","3773.39"
"P0061","S003","South","2603","3030.7699999999995"
"P0061","S005","East","2642","2938.2499999999995"
"P0061","S004","East","3079","3593.6999999999994"
"P0061","S004","South","3358","3841.1200000000003"
"P0061","S004","West","2593","2987.63"
"P0061","S005","North","3996","4489.610000000001"
"P0061","S001","South","2896","3244.9000000000005"
"P0061","S002","West","3967","4440.65"
"P0061","S002","South","2371","2705.95"
"P0061","S004","North","2795","3211.82"
"P0061","S003","East","4221","4969.94"
"P0061","S003","North","3110","3458.5400000000013"
"P0061","S001","East","3460","3927.03"
"P0061","S002","North","3022","3410.8399999999992"
"P0066","S005","North","3588","4197.7"
"P0066","S001","West","3018","3438.01"
"P0066","S002","North","4247","4867.6900000000005"
"P0066","S003","South","2945","3332.49"
"P0066","S003","East","2797","3167.5200000000004"
"P0066","S005","East","2646","3054.8600000000006"
"P0066","S004","West","3740","4232.36"
"P0066","S004","South","3498","4048.0999999999995"
"P0066","S004","East","3191","3589.51"
"P0066","S005","South","3050","3356.76"
"P0066","S002","South","3049","3421.6800000000003"
"P0066","S001","East","3077","3522.9000000000005"
"P0066","S002","West","2317","2617.72"
"P0066","S003","West","2940","3419.3399999999992"
"P0066","S001","South","2888","3489.02"
"P0066","S002","East","3767","4252.32"
"P0066","S005","West","3082","3541.7299999999996"
"P0066","S003","North","4597","5187.67"
"P0066","S001","North","3471","3913.09"
"P0066","S004","North","3319","3871.969999999999"
"P0067","S004","West","1403","1638.0500000000002"
"P0067","S004","North","2563","3045.3399999999997"
"P0067","S003","East","2379","2541.58"
"P0067","S002","North","2806","3103.57"
"P0067","S005","North","2497","2802.4900000000007"
"P0067","S001","East","2602","2967.1"
"P0067","S001","North","2568","3003.5499999999993"
"P0067","S005","East","3191","3591.0299999999997"
"P0067","S004","East","3700","4128.1"
"P0067","S001","South","2568","2899.9600000000005"
"P0067","S002","East","2577","2820.2899999999995"
"P0067","S001","West","2772","3090.4200000000005"
"P0067","S003","North","2191","2499.2599999999993"
"P0067","S002","West","3951","4516.93"
"P0067","S005","West","2242","2608.4400000000005"
"P0067","S002","South","2430","2776.1000000000004"
"P0067","S003","West","3778","4244.95"
"P0067","S003","South","3158","3685.560000000001"
"P0067","S004","South","2385","2763.5499999999997"
"P0067","S005","South","2531","3023.3600000000006"
"P0068","S003","North","2131","2495.5"
"P0068","S001","North","2819","3212.389999999999"
"P0068","S004","West","2828","3355.5900000000006"
"P0068","S002","South","3039","3507.9300000000007"
"P0068","S002","West","2470","2787.1000000000004"
"P0068","S005","North","2859","3243.8699999999994"
"P0068","S001","West","2129","2503.9799999999996"
"P0068","S003","South","2426","2713.9"
"P0068","S004","South","2144","2399.6899999999996"
"P0068","S002","North","2373","2656.2"
"P0068","S005","West","2291","2592.37"
"P0068","S005","South","2374","2658.77"
"P0068","S004","East","3382","3936.58"
"P0068","S001","South","2233","2490.2099999999996"
"P0068","S003","West","2008","2204.5"
"P0068","S003","East","2281","2647.1399999999994"
"P0068","S001","East","1874","2136.48"
"P0068","S002","East","2296","2591.4"
"P0068","S004","North","2134","2540.4299999999994"
"P0068","S005","East","2181","2454.37"
"P0069","S002","South","3611","4142.0599999999995"
"P0069","S001","South","2648","2947.8599999999997"
"P0069","S004","West","3688","4209.25"
"P0069","S003","East","3923","4468.51"
"P0069","S004","South","3477","4111.5"
"P0069","S001","East","3487","4033.09"
"P0069","S005","South","3578","3946.9000000000005"
"P0069","S005","East","2827","3206.3199999999997"
"P0069","S002","North","3495","4012.4299999999994"
"P0069","S003","South","3443","3853.64"
"P0069","S001","West","2989","3322.9500000000007"
"P0069","S001","North","2872","3217.3299999999995"
"P0069","S002","West","2563","2891.69"
"P0069","S005","West","2748","3174.04"
"P0069","S004","North","4399","5077.750000000001"
"P0069","S005","North","2690","3067.19"
"P0069","S003","North","3460","3966.9100000000003"
"P0069","S002","East","2924","3329.9900000000007"
"P0069","S004","East","3756","4231.540000000001"
"P0069","S003","West","2880","3219.9899999999993"
"P0070","S001","East","1940","2276.4600000000005"
"P0070","S004","North","2835","3290.6399999999994"
"P0070","S002","East","2189","2442.93"
"P0070","S004","East","3040","3436.63"
"P0070","S005","North","1457","1591.39"
"P0070","S001","North","1734","1931.14"
"P0070","S002","West","1846","2214.07"
"P0070","S003","West","2235","2524.9799999999996"
"P0070","S002","North","2445","2854.54"
"P0070","S004","South","2333","2674.4200000000005"
"P0070","S001","South","3677","4132.300000000001"
"P0070","S005","West","3256","3695.4199999999996"
"P0070","S005","East","2090","2446.9200000000005"
"P0070","S005","South","2105","2425.22"
"P0070","S003","South","1632","1931.0000000000002"
"P0070","S003","North","1834","2089.9700000000003"
"P0070","S003","East","2117","2352.2700000000004"
"P0070","S004","West","1334","1535.04"
"P0070","S002","South","1709","1942.5100000000002"
"P0070","S001","West","2051","2247.83"
"P0079","S002","South","3504","3892.6400000000003"
"P0079","S004","West","2407","2714.7400000000002"
"P0079","S005","West","1462","1701.36"
"P0079","S001","West","2652","3073.519999999999"
"P0079","S004","South","2621","2851.97"
"P0079","S003","West","2627","2961.31"
"P0079","S005","East","2843","3220.6800000000003"
"P0079","S001","North","2583","3009.9600000000005"
"P0079","S001","East","2130","2384.89"
"P0079","S002","North","2886","3342.4700000000007"
"P0079","S002","East","2875","3198.5500000000006"
"P0079","S005","North","3350","3835.3600000000006"
"P0079","S005","South","2502","2936.56"
"P0079","S004","East","2221","2594.5600000000004"
"P0079","S003","East","2539","2974.4900000000002"
"P0079","S003","North","2958","3386.1"
"P0079","S003","South","2430","2838.3800000000006"
"P0079","S001","South","2614","2990.21"
"P0079","S002","West","2390","2730.81"
"P0079","S004","North","3017","3449.7400000000002"
"P0083","S002","West","2970","3376.0400000000004"
"P0083","S003","North","2048","2370.7599999999993"
"P0083","S003","West","2465","2712.86"
"P0083","S004","West","2579","2919.769999999999"
"P0083","S003","South","2512","2796.73"
"P0083","S002","South","2135","2537.31"
"P0083","S004","North","2293","2630.61"
"P0083","S004","South","2794","3266.310000000001"
"P0083","S002","North","1675","2020.6499999999999"
"P0083","S005","North","2900","3382.2499999999995"
"P0083","S002","East","1930","2210.64"
"P0083","S005","South","3120","3423.45"
"P0083","S005","West","2592","3080.8"
"P0083","S001","South","2359","2606.52"
"P0083","S001","North","2108","2462.68"
"P0083","S004","East","2781","3271.6900000000005"
"P0083","S001","East","2769","3190.2999999999997"
"P0083","S005","East","3007","3533.8799999999997"
"P0083","S001","West","3322","3739.060000000001"
"P0083","S003","East","3075","3404.0999999999995"
"P0085","S004","South","2535","2856.7"
"P0085","S002","North","1984","2277.6"
"P0085","S002","East","2280","2615.3300000000004"
"P0085","S001","West","2017","2362.27"
"P0085","S002","South","2471","2849.9"
"P0085","S004","West","2339","2703.2200000000003"
"P0085","S001","North","2384","2711.11"
"P0085","S004","East","1989","2224.2000000000003"
"P0085","S003","South","3183","3635.6900000000005"
"P0085","S001","East","2214","2570.38"
"P0085","S002","West","2558","2809.33"
"P0085","S001","South","1260","1429.6100000000001"
"P0085","S003","East","2215","2410.7999999999997"
"P0085","S005","South","3587","4059.25"
"P0085","S004","North","1953","2263.1100000000006"
"P0085","S005","West","2950","3452.629999999999"
"P0085","S003","North","2047","2338.34"
"P0085","S005","East","2759","3102.49"
"P0085","S003","West","3154","3663.7100000000005"
"P0085","S005","North","2230","2495.8400000000006"
"P0094","S005","South","3526","3986.93"
"P0094","S003","West","2978","3344.89"
"P0094","S001","South","3653","4234.01"
"P0094","S005","West","3085","3495.0299999999993"
"P0094","S002","North","1898","2081.2400000000002"
"P0094","S004","South","3373","3909.68"
"P0094","S002","West","3542","3941.0100000000007"
"P0094","S001","West","3377","3831.83"
"P0094","S005","East","2889","3232.619999999999"
"P0094","S003","East","2734","3132.0699999999997"
"P0094","S002","South","2865","3197.9000000000005"
"P0094","S005","North","3256","3728.6799999999994"
"P0094","S003","South","3951","4521.839999999999"
"P0094","S004","North","2712","3088.19"
"P0094","S004","East","2074","2283.7599999999998"
"P0094","S001","East","2953","3419.09"
"P0094","S001","North","2456","2837.7000000000007"
"P0094","S002","East","3296","3781.7"
"P0094","S004","West","3544","4006.5600000000004"
"P0094","S003","North","3280","3851.8199999999997"
"P0096","S001","West","2787","3200.43"
"P0096","S003","North","3612","4176.749999999999"
"P0096","S004","East","2622","2971.28"
"P0096","S005","South","2541","2926.8299999999995"
"P0096","S004","West","3023","3469.1400000000003"
"P0096","S002","East","2104","2291.4699999999993"
"P0096","S005","East","2132","2399.41"
"P0096","S003","West","2849","3330.2600000000007"
"P0096","S002","South","2833","3232.1299999999997"
"P0096","S002","North","2735","3339.1800000000007"
"P0096","S004","South","3020","3405.3"
"P0096","S001","North","2747","3107.77"
"P0096","S003","South","3119","3600.469999999999"
"P0096","S003","East","2108","2312.7699999999995"
"P0096","S001","South","1819","2119.71"
"P0096","S005","West","3617","4060.44"
"P0096","S002","West","2173","2380.3"
"P0096","S005","North","3112","3517.45"
"P0096","S001","East","2587","2949.3999999999996"
"P0096","S004","North","2747","3067.9500000000003"
"P0116","S002","East","2501","2790.5399999999995"
"P0116","S004","South","3146","3594.610000000001"
"P0116","S002","South","2019","2337.03"
"P0116","S005","North","2482","2776.48"
"P0116","S001","West","2083","2332.91"
"P0116","S003","North","2589","2978.4399999999996"
"P0116","S004","East","2771","3197.6500000000005"
"P0116","S002","North","2533","2840.1899999999996"
"P0116","S003","East","2009","2314.3399999999997"
"P0116","S005","East","2878","3285.47"
"P0116","S001","East","2833","3249.580000000001"
"P0116","S001","South","2254","2525.21"
"P0116","S004","North","2749","3071.24"
"P0116","S005","South","3002","3413.46"
"P0116","S002","West","1830","2066.23"
"P0116","S005","West","3039","3430.21"
"P0116","S003","South","2857","3066.1499999999996"
"P0116","S004","West","3018","3615.0599999999995"
"P0116","S001","North","2489","2784.8399999999997"
"P0116","S003","West","2553","2862.4199999999996"
"P0125","S004","South","3069","3427.9700000000003"
"P0125","S003","East","3506","3876.54"
"P0125","S001","North","2758","3174.97"
"P0125","S001","South","3384","3820.94"
"P0125","S003","West","2381","2673.42"
"P0125","S005","South","4652","5288.119999999999"
"P0125","S001","East","2995","3363.6000000000004"
"P0125","S002","West","3051","3430.2999999999993"
"P0125","S004","East","4342","4810.950000000002"
"P0125","S003","North","2674","3085.7599999999998"
"P0125","S005","West","4484","5250.080000000001"
"P0125","S002","South","3557","4055.3399999999997"
"P0125","S005","East","2769","3123.8099999999995"
"P0125","S002","East","3620","4127.870000000001"
"P0125","S003","South","3305","3678.520000000001"
"P0125","S001","West","1892","2280.7400000000002"
"P0125","S005","North","2117","2365.2300000000005"
"P0125","S002","North","5599","6402.390000000001"
"P0125","S004","West","3219","3735.35"
"P0125","S004","North","2066","2432.190000000001"
"P0126","S003","North","3561","4174.2699999999995"
"P0126","S002","West","3783","4366.3099999999995"
"P0126","S004","North","3485","3865.6899999999996"
"P0126","S002","East","2469","2851.64"
"P0126","S004","South","3380","3813.2699999999995"
"P0126","S004","East","3280","3665.0499999999997"
"P0126","S001","South","2973","3363.9800000000005"
"P0126","S003","West","4108","4670.359999999999"
"P0126","S003","South","3740","4242.24"
"P0126","S005","West","3717","4187.500000000001"
"P0126","S004","West","4204","4743.419999999999"
"P0126","S005","North","3535","3955.7600000000007"
"P0126","S002","South","3809","4273.55"
"P0126","S002","North","1831","2156.6299999999997"
"P0126","S001","East","3947","4472.050000000001"
"P0126","S001","North","2778","3080.1"
"P0126","S003","East","2872","3205.109999999999"
"P0126","S005","South","2730","3134.0600000000004"
"P0126","S005","East","4172","4817.49"
"P0126","S001","West","3781","4363.619999999999"
"P0129","S004","South","2351","2664.21"
"P0129","S004","West","3063","3442.810000000001"
"P0129","S003","South","2702","3003.8900000000003"
"P0129","S005","North","2500","2864.2400000000002"
"P0129","S003","East","3161","3530.14"
"P0129","S004","North","2318","2621.68"
"P0129","S001","West","3154","3470.5499999999997"
"P0129","S002","North","2120","2376.8"
"P0129","S001","South","2410","2740.5599999999995"
"P0129","S002","West","2889","3257.9399999999996"
"P0129","S003","West","2617","2962.52"
"P0129","S005","South","3251","3674.7000000000007"
"P0129","S001","East","3049","3488.3700000000003"
"P0129","S001","North","2970","3324.95"
"P0129","S005","West","2731","3055.3499999999995"
"P0129","S004","East","2393","2765.05"
"P0129","S003","North","2412","2798"
"P0129","S002","South","2368","2638.69"
"P0129","S002","East","2122","2452.8399999999997"
"P0129","S005","East","2755","3128.1499999999996"
"P0133","S001","West","3073","3564.9400000000005"
"P0133","S005","North","4501","5291.05"
"P0133","S003","West","3676","4161.84"
"P0133","S001","South","3566","4053.04"
"P0133","S004","East","3945","4520.83"
"P0133","S001","East","3289","3757.6200000000003"
"P0133","S001","North","3020","3466.79"
"P0133","S002","North","3565","4068.5800000000004"
"P0133","S004","North","3566","3946.2300000000005"
"P0133","S005","West","3693","4144.39"
"P0133","S002","West","3703","4228.9800000000005"
"P0133","S003","East","3933","4510.75"
"P0133","S002","South","3270","3748.6100000000006"
"P0133","S004","South","3135","3644.5800000000004"
"P0133","S002","East","3534","3958.3399999999992"
"P0133","S003","South","2260","2605.49"
"P0133","S004","West","3136","3523.2900000000004"
"P0133","S005","East","3490","3952.0000000000005"
"P0133","S003","North","4068","4665.73"
"P0133","S005","South","3125","3397.32"
"P0149","S004","West","3305","3662.27"
"P0149","S003","North","2534","2943.26"
"P0149","S003","East","3043","3415.1600000000003"
"P0149","S003","West","3153","3583.49"
"P0149","S004","South","2565","3016.9700000000003"
"P0149","S002","South","3227","3698.6299999999997"
"P0149","S001","North","3087","3462.0300000000007"
"P0149","S002","East","2357","2724.77"
"P0149","S001","South","2089","2395.34"
"P0149","S001","West","2612","2975.58"
"P0149","S001","East","2758","3065.9600000000005"
"P0149","S004","North","2201","2553.1"
"P0149","S005","East","1993","2334.93"
"P0149","S005","North","2679","2960.5399999999995"
"P0149","S002","West","2665","3040.7"
"P0149","S005","West","2598","2888.21"
"P0149","S005","South","2705","3157.6600000000003"
"P0149","S002","North","3050","3512.2200000000003"
"P0149","S004","East","1840","2111.75"
"P0149","S003","South","2766","3154.100000000001"
"P0153","S002","West","1639","1881.1599999999999"
"P0153","S005","North","3046","3424.15"
"P0153","S005","West","3120","3532.360000000001"
"P0153","S001","East","1973","2328.82"
"P0153","S002","North","2992","3445.780000000001"
"P0153","S002","East","3263","3676.0499999999997"
"P0153","S003","West","2934","3307.91"
"P0153","S004","East","2576","3010.4099999999994"
"P0153","S004","North","2868","3192.7200000000003"
"P0153","S001","West","2491","2922.19"
"P0153","S001","South","2473","2752.03"
"P0153","S003","East","2808","3201.1399999999994"
"P0153","S003","North","2305","2490.6"
"P0153","S002","South","2281","2631.5"
"P0153","S005","South","2079","2365.96"
"P0153","S005","East","3514","3984.3900000000012"
"P0153","S004","West","2937","3417.6299999999997"
"P0153","S004","South","3184","3531.19"
"P0153","S003","South","3266","3719.4400000000005"
"P0153","S001","North","3073","3375.630000000001"
"P0159","S002","North","2544","2815.96"
"P0159","S002","West","1442","1627.7300000000002"
"P0159","S001","South","2920","3255.6200000000003"
"P0159","S005","North","2212","2622.63"
"P0159","S003","North","3292","3767.8500000000004"
"P0159","S004","West","3256","3752.8799999999997"
"P0159","S001","North","2115","2400.2400000000002"
"P0159","S004","East","2071","2338.6499999999996"
"P0159","S004","North","2810","3144.37"
"P0159","S003","West","1984","2142.4"
"P0159","S001","West","1813","2054.1699999999996"
"P0159","S002","East","2372","2699.3400000000006"
"P0159","S003","South","2103","2456.2500000000005"
"P0159","S001","East","2675","2996.02"
"P0159","S002","South","2472","2769.0000000000005"
"P0159","S005","South","2476","2851.75"
"P0159","S003","East","2050","2413.9200000000005"
"P0159","S005","East","2294","2614.0400000000004"
"P0159","S004","South","2224","2539.7099999999996"
"P0159","S005","West","2265","2531.5800000000004"
"P0166","S001","South","3450","3919.3099999999995"
"P0166","S003","South","3128","3606.51"
"P0166","S001","East","3662","4239.72"
"P0166","S005","East","2783","3201.8799999999997"
"P0166","S003","North","4088","4666.23"
"P0166","S003","East","3191","3575.26"
"P0166","S001","West","2841","3387.4"
"P0166","S004","North","3325","3726.9"
"P0166","S002","East","2477","2787.91"
"P0166","S002","South","3195","3561.1399999999994"
"P0166","S005","South","3191","3678.4600000000005"
"P0166","S001","North","2676","3075.2000000000003"
"P0166","S004","East","2250","2539.3200000000006"
"P0166","S004","West","2820","3148.3799999999997"
"P0166","S004","South","2869","3210.95"
"P0166","S003","West","3305","3735.2100000000005"
"P0166","S005","North","3687","4303.08"
"P0166","S002","West","2954","3340.63"
"P0166","S002","North","2274","2598.58"
"P0166","S005","West","3126","3525.9400000000005"
"P0171","S002","East","2251","2607.52"
"P0171","S003","South","2578","2918.9400000000005"
"P0171","S003","East","1932","2149.32"
"P0171","S003","West","1993","2227.84"
"P0171","S001","East","1455","1684.29"
"P0171","S001","North","2203","2670.8499999999995"
"P0171","S004","South","3296","3740"
"P0171","S003","North","2302","2554.88"
"P0171","S004","East","1853","2059.98"
"P0171","S005","West","1532","1692.03"
"P0171","S005","East","2127","2467.5800000000004"
"P0171","S002","South","2869","3243.8599999999997"
"P0171","S001","South","2158","2537.0099999999993"
"P0171","S005","South","1909","2149.2499999999995"
"P0171","S001","West","2034","2322.87"
"P0171","S002","West","2768","3058.39"
"P0171","S002","North","1769","2052.79"
"P0171","S004","West","3397","3775.04"
"P0171","S004","North","2028","2295.3799999999997"
"P0171","S005","North","4245","4781.29"
"P0175","S001","East","2320","2667.0899999999997"
"P0175","S003","East","2721","3044.2999999999997"
"P0175","S005","West","2017","2271.2599999999998"
"P0175","S002","South","2587","2874.3599999999997"
"P0175","S004","North","1997","2213.81"
"P0175","S005","South","2891","3478.21"
"P0175","S002","East","2751","3057.8199999999993"
"P0175","S003","West","2679","2971.2999999999997"
"P0175","S004","South","2773","3071.39"
"P0175","S001","West","2863","3324.879999999999"
"P0175","S003","South","2575","3053.53"
"P0175","S003","North","2139","2533.7000000000003"
"P0175","S002","North","2792","3105.2"
"P0175","S002","West","2901","3341.7999999999997"
"P0175","S001","North","2500","2759.1400000000003"
"P0175","S005","East","2529","2920.9100000000003"
"P0175","S001","South","2842","3267.24"
"P0175","S004","West","2253","2473.7599999999998"
"P0175","S004","East","2895","3308.7999999999997"
"P0175","S005","North","3034","3449.12"
"P0178","S004","South","3373","3701.4199999999996"
"P0178","S003","East","2162","2514.84"
"P0178","S002","South","3064","3501.52"
"P0178","S004","North","3158","3614.519999999999"
"P0178","S001","North","2982","3374.77"
"P0178","S001","West","4284","4751.97"
"P0178","S001","South","2885","3253.42"
"P0178","S005","South","3849","4392.98"
"P0178","S002","North","3422","3962.9500000000007"
"P0178","S004","West","3605","3994.4100000000003"
"P0178","S005","East","3541","3848.17"
"P0178","S005","West","2209","2498.9999999999995"
"P0178","S003","South","3425","3799.7"
"P0178","S005","North","3099","3597.7200000000003"
"P0178","S003","West","3313","3682.2200000000003"
"P0178","S002","East","3923","4588.46"
"P0178","S002","West","3538","4232.61"
"P0178","S004","East","4351","4831.900000000001"
"P0178","S003","North","3384","3733.08"
"P0178","S001","East","3146","3560.63"
"P0183","S002","West","2798","3083.8"
"P0183","S002","North","1905","2118.38"
"P0183","S004","South","2072","2384.0800000000004"
"P0183","S005","South","1787","2109.88"
"P0183","S003","East","2582","2922.290000000001"
"P0183","S002","East","2644","3016.5899999999997"
"P0183","S001","South","1923","2182.26"
"P0183","S003","North","2271","2478.7200000000003"
"P0183","S001","East","2839","3171.2599999999998"
"P0183","S003","West","1894","2164.54"
"P0183","S002","South","2053","2285.120000000001"
"P0183","S005","West","3712","4210.76"
"P0183","S004","West","2275","2556.03"
"P0183","S005","North","2643","3033.0099999999998"
"P0183","S001","West","1721","1987.54"
"P0183","S001","North","2624","2979.110000000001"
"P0183","S004","North","1619","1872.25"
"P0183","S004","East","2293","2638.84"
"P0183","S003","South","2317","2676.9200000000005"
"P0183","S005","East","2217","2590.24"
"P0187","S004","North","2804","3154.5099999999998"
"P0187","S004","West","3043","3445.749999999999"
"P0187","S003","South","3590","4020.3000000000006"
"P0187","S002","North","3283","3629.6800000000007"
"P0187","S002","South","3212","3544.6299999999997"
"P0187","S001","South","4082","4677.949999999999"
"P0187","S003","West","3630","4084.779999999999"
"P0187","S001","East","2857","3262.8899999999994"
"P0187","S005","North","3399","3853.9899999999993"
"P0187","S001","North","4065","4541.479999999999"
"P0187","S004","South","3842","4170.030000000001"
"P0187","S002","West","3482","3914.31"
"P0187","S001","West","2608","2979.0899999999997"
"P0187","S003","East","2460","2791.1299999999997"
"P0187","S005","West","4571","5187.6"
"P0187","S005","East","3710","4218.12"
"P0187","S005","South","3048","3464.37"
"P0187","S002","East","3271","3769.039999999999"
"P0187","S004","East","4130","4656.169999999999"
"P0187","S003","North","3304","3709.6099999999997"
